,keywords
tt1119644,"scientist,alternate-universe,parallel-universe,harvard-university,2000s,fbi-agent,time-travel,supernatural-power,laboratory,alien-creature,suspicion,secret,murder-investigation,gunfire,gun,government-agent,government,female-agent,federal-agent,fbi-chief,exploding-building,evidence,double-cross,danger,cover-up,anti-hero,computer,violence,police,murder,explosion,chase,father-son-relationship,death,detective,massachusetts,mad-scientist,dysfunctional-family,psychotronic-series,sideways-time-travel,backward-time-travel,fbi-federal-bureau-of-investigation,strange-happening,unexplainable-event,supernatural-drama,supernatural-thriller,2010s,suspense-mystery,strong-female-lead,heroine,hero,female-protagonist,male-and-female-protagonists,confused-man,male-and-female-protagonists-attracted-to-each-other,actress-plays-two-characters,near-future,protective-father,superheroine,superpower,power,intelligent-man,genius,lens-flare,one-word-series-title,pantsuit,treason,traitor,suspense,paranoia,family-relationships,deception,corruption,betrayal,conspiracy,alien-contact,alien,one-word-title"
tt1442449,"gladiator,gay,slave,roman-army,female-nudity,violence,belief-in-gods,slave-girl,rape,rebel,self-sacrifice,orgy,homoeroticism,hero,group-sex,adultery,female-frontal-nudity,sex,adulterous-wife,female-full-frontal-nudity,bare-chested-male,training,slavery,army,belief-in-the-afterlife,friendship-between-men,friend,severed-head,warrior,roman-soldier,roman-empire,sword-fighting,whip,musclemen,husband-wife-relationship,homosexuality,lesbian,romans,betrayal,rescue,spear,stabbed-in-the-chest,whipping,peplum,jealousy,helmet,gore,fistfight,fight,decapitation,crucifixion,colosseum,beating,friendship,sword,statue,stabbing,stabbed-in-the-stomach,slave-revolt,rebellion,assassination,fight-to-the-death,epic,historical-fiction,beaten-to-death,sword-and-sandal,murder-of-wife,dream-imagery,manipulation,revenge,assassination-plot,power-struggle,sword-fight,political-conspiracy,rivalry,hand-to-hand-combat,power,murder,controversy,soldier,1st-century-b.c.,arena,blood-splatter,hatred,honor,loss-of-wife,cult-tv,kiss,horse,battle,shield,blood,title-spoken-by-character,spartacus,roman-republic,cheating-wife,cheating-girlfriend,voyeur,menage-a-trois,love-triangle,character-name-in-series-title,slave-rebellion,thracian,numidian,gauls,assyrian,historical-drama,sword-and-sandal-history,sword-and-sandal-action,ancient-history,ancient-world,epic-history,classical-antiquity,european-history,slave-uprising,european-historical-setting,gay-character,lgbt,male-protagonist,strong-sexual-content,lgbtq-series,sex-scene,villainess,villain,rebel-army,female-pubic-hair"
tt5834204,"rape,dystopia,slavery,torture,violence,woman-on-woman-violence,sexism,homophobia,misogyny,female-protagonist,feminism,infertility,tyranny,theocracy,ritual-sex,based-on-novel,gender-politics,dehumanised-sex,woman-in-a-bath,lesbian,slut-shaming,female-nudity,woman-hater,female-rear-nudity,female-frontal-nudity,progressive,armed-guards,men's-rights,reproductive-health,friend,2010s,near-future,future,second-american-civil-war,totalitarianism,totalitarian-state,post-american-civil-war,coup-d'etat,ritualized-rape,reference-to-gilead,reference-to-jordan,reference-to-the-bible,reference-to-the-old-testament,bible-inspired-crimes,fundamentalism,political-propaganda,polygamy,american-politics,religious-order,surrogate-mother,antichristianity,segregation,gender-studies,cultural-segregation,house-arrest,courtesan,mistress,police-state,surveillance,women's-liberation,fertility,period,long-handle-taser,slow-paced,bathtub,maroon-colored-women's-robes,spying,wood-etching,woman-has-sex-with-multiple-partners,pinky-swear,mercedes-jeep,stoning-to-death,mgm,hulu,mgm-ua,uniform,woman-wears-a-uniform,dystopian-sci-fi,tragedy-drama,psychological-drama,psychological-thriller,political-drama,epic-sci-fi,epic-drama,bloody-violence,kidnapping,protest,violence-against-a-woman,riot,mother-daughter-relationship"
tt0804503,"advertising,1960s,new-york,drinking,chain-smoking,cigarette-smoking,new-york-city,cheating-husband,career,false-identity,housewife,closeted-homosexual,father-daughter-relationship,husband-wife-relationship,dysfunctional-family,racism,adultery,heavy-drinking,sexism,secretary,workplace,businessman,corporate-intrigue,family-problems,womanizer,happy-go-lucky,unhappy-marriage,romantic-relationship,nostalgia,gender-in-title,male-protagonist,sex-scene,period-drama,workplace-drama,epic-drama,gay-character,urban-setting,20th-century,executive,advertising-agency,unfaithfulness,sex,ruthlessness,child,cheating,redhead,career-woman,homosexual,little-boy,little-girl,boy,remarriage,mistress,unplanned-pregnancy,pregnancy,office,coworker-coworker-relationship,divorce,mother-daughter-relationship,mother-son-relationship,employer-employee-relationship,father-son-relationship,family-relationships,extramarital-affair,premarital-sex,advertising-executive,elegance,office-politics,protege,feminism,copywriter,chief-financial-officer,race-relations,office-manager,blackmail,infidelity,ambition,marriage,lesbian,anti-semitism,homophobia,obsessive-compulsive-disorder"
tt0813715,"supernatural-power,vision-of-the-future,superhero,serial-killer,father-daughter-relationship,brother-brother-relationship,hidden-truth,genetic-science,flying,death,cheerleader,mother-son-relationship,husband-wife-relationship,father-son-relationship,friendship,self-healing,teleportation,multiple-personality,future,explosion,comic-book,villain,politician,memory-loss,nurse,male-protagonist,non-comic-book-superhero,man-wears-eyeglasses,supernatural-fantasy,supernatural-thriller,timeframe-2000s,time-freeze,good-versus-evil,high-school-student,teenager,teenage-girl,artist,superpower,surrealism,psychotronic-series,healing-power,telekinesis,time-travel,absorption,power,multiple-storylines,end-of-the-world-scenario,dark-fantasy,urban-fantasy,superhero-sci-fi,supernatural-drama,superhero-fantasy,invisibility,synchronicity,family-relationships,heroine,hero,mother-daughter-relationship,brother-sister-relationship,saving-the-world,gunshot,self-sacrifice,superheroine,boyfriend-girlfriend-relationship,famous-line,shapeshifting,shapeshifter,psychopath,internet-chat,healing-gift,changing-the-future,stopped-time,cult-tv,male-nurse,redemption,theft,regeneration,psychic,prison,prediction,police-officer,mental-blackout,insane-asylum,human-chameleon,human-bomb,gambling,escaped-prisoner,depression,brotherly-love,birth-parents,adultery,adoption,interracial-relationship,new-york-city,japanese,one-word-series-title,2000s,evil-man"
tt5675620,"frank-castle-character,marvel-comics,based-on-comic-book,the-punisher-character,military-veteran,new-york-city,revenge,superhero-action,vigilante,marvel-cinematic-universe,shared-universe,anti-hero,government-corruption,conspiracy,government-cover-up,drug-smuggling,complicity,cia-agent,afghanistan,war-on-terrorism,government-conspiracy,drug-trafficking,nsa,corruption,homeland-security,alpha-male,tv-show,hacker,cover-up,cia-drug-trafficking,torture,neo-noir,superhero,male-protagonist,cia-central-intelligence-agency,ptsd-post-traumatic-stress-disorder,cigarette-smoking,extreme-violence,religious-fanatic,antihero,cia-conspiracy,central-intelligence-agency,cia,gritty,2010s,conspiracy-thriller,action-hero,marvel,web-series,brutality,gore,villain,supervillain,criminal,spin-off,blood,violence,character-name-in-title"
tt0149460,"alien,robot,future,cyclops,delivery-boy,doctor,clone,adult-animation,delivery-crew,actor-voicing-multiple-characters,professor-farnsworth-character,bender-character,turanga-leela-character,philip-j.-fry-character,hermes-conrad-character,amy-wong-character,space-sci-fi,zoidberg-character,wisecrack-humor,slapstick-comedy,year-1999,year-2999,captain,female-captain,ship's-crew,mutation,fake-alien,posing-as-an-alien,crew,female-mutant,parental-abandonment,abandoned-by-parents,female-animal-lover,animal-lover,tomboy-and-girly-girltomboy-and-girly-girl-relationship,tomboy-and-girly-girl-relationship,girly-girl,resistance-to-poison,poison-immunity,martial-artist,female-martial-artist,blue-eyes,female-cyclops,spike,talon,purple-hair,purple-haired-woman,lipstick,pink-lipstick,one-eyed-character,black-comedy,old-man,one-eyed-woman,jamaican,android,drunkenness,time-travel,fish-out-of-water,futuristic,pizza-delivery-boy,famous-opening-theme,psychotronic-series,new-york-city,time-traveler,male-time-traveler,male-protagonist,male-lead,fox-network,memory-loss,irony,cartoon-violence,sarcasm,mission,ship-captain,diverse-cast-and-crew,zapp-brannigan-character,embarrassment,running-joke,television,actress-voicing-multiple-characters,incompetence,misogyny,love,misandrist,alcoholism,comedy-central,kif-kroker-character,scruffy-scruffington-character,outer-space,one-word-title,2d-animation,1990s,long-running-tv,hulu,gold-robot,space-exploration,mature-animation,pyramid,ponytail,talking-robot,movie-reference,tomboy,futuristic-city,city,for-grown-ups-animation,sitcom-comedy,satire-comedy,parody-comedy,theft,spoof,egotism,universal-translator,prison,arrest,jail,sauna,aphrodisiac,insanity,synethesia,mourning,end-of-the-universe,exhibitionist,fraud,billionaire,greed,fancy-restaurant,father-son-relationship,husband-wife-relationship,hideous-monster,loneliness,concealing-the-truth,breakup,village-idiot,transvestite,emotional-truth,undressing,robot-human-relationship,coming-back-to-life,coma,cheating-death,wedding,premarital-sex,pity-sex,end-of-time,loss-of-virginity,interfering-with-the-past,incest,perversion,eccentricity,mad-scientist,parody,madcap-comedy,adolescent-humor,sci-fi-spoof,crude-humor,scatological-humor,satire,altered-version-of-studio-logo,anti-hero,lobster-man,surrealism,futurama,studio-logo-parody,invention,pneumatic-tube,hero-from-the-past,mutant,destiny,asian-woman,technology,science,cyborg,spacecraft,sitcom,hologram,computer,cult-tv,disembodied-celebrity-heads,disembodied-head,psychotropic,scientist,tank-top,orphan,different-gags-during-credits,professor,alien-creature-as-pet,alien-love"
tt10986410,"soccer,american-abroad,american-in-england,football,football-manager,assistant-coach,soccer-club,screwball-comedy,male-male-relationship,male-female-relationship,dramedy,soccer-coach,soccer-team,soccer-stadium,soccer-club-owner,football-club-owner,soccer-match,soccer-player,soccer-practice,american-in-london,london-england,kit-man,english-premier-league,professional-athlete,sports-reporter,equipment-manager,apple-tv,association-football-television-series,sitcom-comedy,soccer-sport,2020s,21st-century,male-protagonist,american-football-sport,ted-lasso-character,based-on-commercial,name-calling,nickname,coaching,soccer-manager,england,female-club-owner,coach-player-relationship,premiership,football-premiership,premier-league,female-boss,locker-room,profanity,based-on-true-story"
tt3749900,"police,dc-comics,based-on-comic-book,city,corruption,police-corruption,mafia,crime-boss,super-villain,police-detective,prequel,origin-of-hero,superhero-action,partner,orphan,organized-crime,criminal,city-name-in-series-title,detective-partner,police-procedural,tough-cop,maverick-cop,police-brutality,buddy-cop,action-hero,neo-noir,fictional-city,rookie,one-word-series-title,mafia-boss,female-mobster,female-police-captain,nickname,superhero,title-spoken-by-character,origin-of-villain,death-of-parents,intergenerational-friendship,first-love,friendship-between-men,honest-cop,going-insane,arkham-asylum,love,anti-hero,anti-heroine,violence,death,teenage-hero,cop-killer,teenage-love,james-gordon-character,bruce-wayne-character,gotham-city,alfred-pennyworth-character,oswald-cobblepot-character,penguin-character,selina-kyle-character,catwoman-character,riddler-character,lucius-fox-character,carmine-falcone-character,victor-zsasz-character,harvey-bullock-character,leslie-thompkins-character,new-jersey,good-versus-evil,female-police-officer,blood,police-officer,gritty,cop-drama,police-procedural-crime,1990s,2000s,21st-century,20th-century,male-police-officer,younger-version-of-character,location-as-title,joker-character,scarecrow-character,origin-story,detective-series,psychological-thriller,hardboiled-detective,superhero-sci-fi,gotham-city-police-department,gotham-city-police,detective,boy,juvenile-delinquent,gang-war,gangster,mob-boss,butler,rich-kid,police-station,english-butler,city-mayor,urban-setting,police-partner,two-man-army"
tt0472954,"satire,black-comedy,irish-pub,pub,bartender,crude-humor,alcoholic,stupidity,self-obsession,friends-who-hate-each-other,friendship-between-men,cringe-comedy,south-philadelphia,city-name-in-title,bar,sexual-humor,scatological-humor,shock-humor,gay-innuendo,bromance,waitress,best-friend,apartment,aspiring-actress,goofball,roommate,loser,divorced-parents,beer,working-class,childhood-friend,vanity,topical-issues,arrogance,male-male-relationship,brother-sister-relationship,irish-american,pennsylvania,drinking-establishment,egocentrism,fx,fxx,dark-comedy,sitcom-comedy,crude-humor-comedy,2000s,2010s,2020s,21st-century,twins,twin-brother,twin-sister,satire-comedy,parody-comedy,slapstick-comedy,parody,sex-talk,employer-employee-relationship,male-pride,jackass,father-son-relationship,father-daughter-relationship,slacker,drunkenness,philadelphia-pennsylvania,place-name-in-title"
tt0106179,"fbi-agent,alien-conspiracy,paranormal-phenomenon,romantic-tension,paranormal-investigation,alien,conspiracy,unidentified-flying-object,alien-abduction,government-coverup,alien-contact,buddy-cop,fbi,cassandra-complex,investigation,supernatural-power,famous-opening-theme,sexual-tension,fictional-government-agency,cancer,cover-up,fbi-federal-bureau-of-investigation,cult-tv,police-procedural-crime,suspense-mystery,supernatural-thriller,british-actress-playing-american-character,neo-noir,psychotronic-series,epic-sci-fi,supernatural-drama,alien-investigator,suspense,implant,extrasensory-perception,mother-daughter-relationship,father-son-relationship,mother-son-relationship,father-daughter-relationship"
tt1826940,"loft,apartment-building,female-protagonist,roommate,teacher,friends-who-live-together,20th-television,white-female-lead-in-a-diverse-cast,roommate-roommate-relationship,sitcom,unlikely-friends,quirky-comedy,2010s,21st-century,feel-good-romance,sitcom-comedy,apartment,eccentricity,room,black-comedy"
tt0436992,"time-travel,time-machine,alien,space-travel,tardis,companion,time-lord,police-box,telephone-box,alien-friendship,outer-space,extraterrestrial-hero,last-of-one's-kind,dark-past,human-alien,telephone-booth,cult-tv,self-sacrifice,space-hero,eccentricity,multiple-actors-for-one-character,man-with-no-name,british,dying-repeatedly,famous-opening-theme,reincarnation,dark-hero,scientist,sacrifice,monster,experiment,hero,scientist-hero,robot,robot-as-menace,unlikely-hero,telephone,gadget,surrealism,action-heroine,fish-out-of-water,anti-hero,sequel,chaste-character,friendship,platonic-relationship,shared-universe,psychotronic-series,supernatural-power,doctor-who-character,planet,good-versus-evil,alien-race,alien-monster,doctor,british-science-fiction,android,sonic-screwdriver,alien-robot,bravery,courage,science,heroism,rescue,battle,time-traveler,spacecraft,temporal-paradox,long-running-tv,multiverse,dalek,cyberman,sontaran,weeping-angel,ninth-doctor,tenth-doctor,eleventh-doctor,twelfth-doctor,thirteenth-doctor,time-travel-sci-fi,epic-sci-fi,social-sci-fi,space,galaxy,villain,bbc,disney-plus,superhero-sci-fi,character-name-as-series-title,two-word-series-title,reboot-of-series"
